order_id,customer_name,customer_age,email,phone,order_date,shipping_date,city,state,sales_amount,quantity,discount_percent,payment_mode,is_returned,product_category
1082,RAHUL,25,abc@,99999abc,2024.11.17,2024.09.15, mumbai,Tamil Nadu,100,1,110,Cash,,Grocery
1077,sara ,200,abc@,99999abc,2024/07/16,03-11-2024,,Maharashtra,9999999,,110,card,Yes, electronics 
1025,,30,abc@,9876543210,2024.07.20,08/15/2024,Delhi,Tamil Nadu,100,1,10,Cash,No,Electronics
1061,Anita,,user@domain,9876543210,09/01/2023,2023/12/12, mumbai,Tamil Nadu,,2,,NetBanking,N,Electronics
1003,RAHUL,35,user@domain,9876543210,2024.05.19,2024-12-10,Delhi,Maharashtra,500,2,0,NetBanking,,
1088,,-5,user@domain,12345,2023.05.11,09/10/2023, mumbai,,500,1,10,,N,Grocery
1041,sara ,-5,user@domain,12345,04/29/2024,2024-12-09,,Delhi,9999999,5,0,card,,Grocery
1088,,,user@domain,9876543210,10/08/2024,11-07-2023,Chennai,,,2,10,card,N,Clothing
1017,  Amit,30,,9876543210,21-01-2023,2023.06.22,PUNE ,,-300,-1,0,Cash,No,Electronics
1039,RAHUL,200,,12345,2023-06-16,2024.08.28,Delhi,Maharashtra,-300,,10,NetBanking,N,Clothing
1071,sara ,-5,abc@,,2023-10-01,18-05-2024,,Delhi,9999999,10,110,Cash,Yes, electronics 
1038,Anita,30,test@gmail.com,99999abc,01/23/2024,2024.05.27,Chennai,Delhi,,2,5,NetBanking,N,
1013,sara ,,abc@,99999abc,23-08-2024,04/29/2024,,,9999999,1,110,Cash,,Clothing
1031,Anita,25,test@gmail.com,9876543210,12-11-2023,2024/04/18,Delhi,Maharashtra,,5,0,NetBanking,Y,Electronics
1050,sara ,200,user@domain,,2023-01-14,08/05/2023,PUNE ,Delhi,100,10,,Cash,N, electronics 
1037,,35,test@gmail.com,12345,30-08-2023,2023-01-15,,,9999999,,110,NetBanking,N,Grocery
1096,,-5,abc@,9876543210,2023-12-12,2024.10.14, mumbai,Delhi,,,5,Cash,N, electronics 
1022,,30,abc@,,2024.07.18,03-08-2024,Chennai,Maharashtra,-300,2,0,card,,Clothing
1062,  Amit,25,test@gmail.com,,12/06/2023,2024-02-26,,Maharashtra,,,110,,N,Electronics
1014,Anita,35,,,2023.04.02,2024/09/01,Chennai,Maharashtra,,,10,Cash,,Clothing
1096,,30,user@domain,12345,2024/01/02,2023-03-31, mumbai,Delhi,9999999,5,,,,Grocery
1024,  Amit,30,user@domain,12345,2024.03.30,2023/03/31,PUNE ,Tamil Nadu,100,5,0,card,Y,Grocery
1016,Anita,35,abc@,99999abc,03-03-2024,2023.12.14,PUNE ,Delhi,100,5,110,card,Yes,Electronics
1096,sara ,25,,99999abc,2024-05-23,2023/06/09, mumbai,Tamil Nadu,100,1,0,NetBanking,,
1065,  Amit,,test@gmail.com,,04-02-2023,2024-03-16,Chennai,Maharashtra,100,,10,,No, electronics 
1077,RAHUL,25,user@domain,,07/25/2023,2024.10.21,,,1000,,5,UPI ,N, electronics 
1052,  Amit,200,,12345,03/22/2023,2023-04-06, mumbai,Tamil Nadu,9999999,,110,NetBanking,No,Grocery
1050,  Amit,-5,user@domain,99999abc,2024/07/15,03/20/2024,Delhi,Maharashtra,500,-1,0,,N,Clothing
1038,Anita,35,,,2024/01/23,2023.04.17,Chennai,Maharashtra,9999999,5,0,Cash,Y,Clothing
1050,sara ,,,99999abc,2023/01/02,2023-02-11,PUNE ,Tamil Nadu,1000,10,0,Cash,,
1069,RAHUL,35,abc@,99999abc,2024.01.25,09/30/2023, mumbai,,100,2,5,card,Yes,Clothing
1005,,35,user@domain,,2024.07.19,2023-04-27,PUNE ,Maharashtra,1000,10,0,UPI ,, electronics 
1066,,25,test@gmail.com,12345,2023-04-16,09-04-2023,Chennai,Tamil Nadu,-300,1,,Cash,N,Clothing
1006,  Amit,-5,abc@,,2024-04-21,08/05/2023,PUNE ,,-300,1,,,Yes,
1050,Anita,200,abc@,,2024.12.03,2023/01/29, mumbai,,9999999,,0,,, electronics 
1071,Anita,30,test@gmail.com,99999abc,2024-02-06,2024/02/23,Chennai,Maharashtra,9999999,10,,Cash,Yes,Clothing
1041,,30,abc@,,30-12-2024,2024-06-21,Delhi,Delhi,500,,110,,N, electronics 
1063,RAHUL,35,,12345,2024.07.09,02/07/2024, mumbai,Delhi,500,-1,,,Y,Grocery
1014,sara ,-5,,,2023/06/11,2024.03.24,,Maharashtra,-300,1,0,card,Y,Grocery
1028,RAHUL,,user@domain,12345,2023.07.21,2024.11.14, mumbai,,100,1,10,UPI ,,Grocery
1032,sara ,25,user@domain,12345,2023/09/27,30-05-2024,Chennai,Maharashtra,1000,10,110,card,No,Clothing
1093,,-5,test@gmail.com,99999abc,28-09-2023,2023/01/08, mumbai,Tamil Nadu,500,1,5,UPI ,N,
1026,sara ,-5,user@domain,9876543210,03/31/2024,2024-10-17,Delhi,Delhi,,-1,0,,, electronics 
1035,Anita,25,,9876543210,06-04-2024,2023.07.09,Delhi,Tamil Nadu,500,-1,5,UPI ,,Electronics
1028,  Amit,35,test@gmail.com,99999abc,2024.12.27,10/20/2024,,Maharashtra,100,-1,10,,Y,Grocery
1037,  Amit,-5,test@gmail.com,,09/09/2023,16-09-2024,PUNE ,Maharashtra,100,2,5,,Yes,Grocery
1056,,30,user@domain,99999abc,12/02/2024,2024.05.06,Chennai,,9999999,-1,0,card,N,Electronics
1096,Anita,25,,12345,10/23/2023,2023.11.01,Chennai,,1000,-1,0,card,Yes,Electronics
,RAHUL,,test@gmail.com,9876543210,2024.12.25,2023-07-13,PUNE ,,100,2,10,NetBanking,N,Clothing
1026,Anita,200,,99999abc,12/20/2024,04-09-2024,Delhi,Tamil Nadu,500,,0,Cash,No, electronics 
1054,  Amit,35,,,12/04/2023,2024.09.06,Delhi,,500,5,10,NetBanking,Y,Grocery
1032,  Amit,25,,99999abc,2023/02/22,06/27/2023, mumbai,Maharashtra,-300,1,10,NetBanking,No,
1067,Anita,200,user@domain,9876543210,08/05/2023,2024.04.15,,,100,-1,0,UPI ,,Clothing
1085,Anita,200,abc@,99999abc,2023/07/07,10-03-2024,,Delhi,,1,,,Y,Clothing
1065,  Amit,,abc@,99999abc,2024.01.15,2024.05.07,,,9999999,10,10,,,
1009,RAHUL,-5,test@gmail.com,9876543210,07-05-2024,09/10/2023, mumbai,Tamil Nadu,1000,1,0,,No,
1004,,,,12345,02/10/2023,2024/05/19,,Delhi,,,,Cash,N,
1073,,-5,user@domain,12345,2023.06.06,13-02-2024,PUNE ,Delhi,9999999,2,10,UPI ,,Electronics
1096,Anita,-5,,9876543210,01/15/2023,09-07-2024, mumbai,Delhi,500,1,,UPI ,Yes,Grocery
1037,,25,,99999abc,2023-03-06,2023/03/14,PUNE ,Tamil Nadu,,1,110,,N,Electronics
1012,  Amit,25,user@domain,9876543210,2024.06.04,04/19/2024, mumbai,Maharashtra,9999999,1,110,NetBanking,N,Grocery
1030,  Amit,35,abc@,12345,2023/12/10,2024/02/02,,,500,5,,Cash,No,Electronics
1046,Anita,-5,,,2023/05/09,27-09-2024,PUNE ,Delhi,500,5,10,NetBanking,No, electronics 
1099,Anita,200,,99999abc,2024.10.09,2023.09.25,PUNE ,Delhi,500,10,0,card,Y,Grocery
1087,Anita,30,abc@,12345,2024-04-16,2024.10.07,PUNE ,Delhi,500,2,5,UPI ,Y,Clothing
1051,RAHUL,35,user@domain,99999abc,04-03-2023,01/18/2023, mumbai,Maharashtra,500,1,0,UPI ,Yes,Grocery
1055,,25,test@gmail.com,9876543210,2023-05-19,2023-07-15,Chennai,Maharashtra,-300,1,5,NetBanking,N,Grocery
1014,Anita,,abc@,,13-05-2024,05/24/2023,,Tamil Nadu,,1,5,Cash,Yes,Grocery
1028,sara ,35,test@gmail.com,9876543210,08/15/2024,2023-04-16,PUNE ,Maharashtra,9999999,1,10,UPI ,Yes, electronics 
1007,sara ,35,test@gmail.com,,27-01-2024,2024.05.27,Chennai,,-300,5,,NetBanking,No,Electronics
1004,  Amit,35,abc@,99999abc,11/05/2024,2024.05.22,,Tamil Nadu,-300,,0,Cash,Yes,Clothing
1028,,35,,99999abc,2024/02/23,2023/12/26,,Tamil Nadu,100,,,NetBanking,Yes,Electronics
1046,Anita,30,test@gmail.com,9876543210,10/16/2023,12-02-2023,PUNE ,,100,10,110,Cash,,Electronics
1067,sara ,,test@gmail.com,,2024.01.14,2023.09.06,PUNE ,,100,-1,10,,Y,
1075,,,user@domain,,2024/05/04,2023.01.02, mumbai,,1000,2,10,Cash,Y, electronics 
1044,  Amit,,,99999abc,19-08-2023,03/26/2023,Chennai,Tamil Nadu,100,,110,card,N,
1001,RAHUL,-5,test@gmail.com,9876543210,2023-02-10,2024-03-19,Chennai,Tamil Nadu,9999999,1,0,,Y, electronics 
1026,,200,user@domain,,01/28/2023,04/08/2024,PUNE ,Tamil Nadu,-300,,110,NetBanking,N,Electronics
1094,,,,99999abc,2023.05.15,2024.02.06,,,9999999,10,0,,,Electronics
1035,RAHUL,35,abc@,12345,07/20/2023,2024/01/02,PUNE ,,,-1,5,,Y, electronics 
1035,,35,abc@,9876543210,2023-02-02,2024.12.01,,Delhi,100,,10,NetBanking,,Electronics
1025,  Amit,,user@domain,12345,2023.02.17,2024-12-24,,Maharashtra,1000,10,0,NetBanking,Y,Electronics
1042,  Amit,,abc@,9876543210,2024/05/17,2024/10/15,PUNE ,Delhi,,5,,card,Y,Clothing
1026,RAHUL,35,test@gmail.com,99999abc,2024-02-11,19-01-2024,Delhi,,1000,-1,,NetBanking,,
1068,Anita,-5,,,07/27/2024,10/24/2024,Chennai,Tamil Nadu,,10,10,UPI ,Yes,
1019,sara ,25,test@gmail.com,,2024.12.28,30-05-2023,,,-300,,110,UPI ,Yes,
1010,Anita,25,test@gmail.com,,04/09/2023,13-08-2023,,Maharashtra,9999999,5,110,card,Yes,Grocery
1073,,,abc@,9876543210,2024/11/14,2024.01.12,Delhi,Delhi,500,10,0,Cash,Yes,Clothing
1037,sara ,30,test@gmail.com,99999abc,2024.12.26,10/04/2023, mumbai,Delhi,9999999,10,110,Cash,Y,
1005,RAHUL,,abc@,12345,2024.06.30,2023/02/12,Delhi,Tamil Nadu,100,,10,UPI ,No,
1071,RAHUL,,,99999abc,2024/09/04,03/13/2023,Delhi,Delhi,500,-1,0,NetBanking,,Clothing
1022,sara ,25,,12345,06-04-2024,2024.05.25,,Delhi,1000,5,5,card,No,Electronics
1046,  Amit,35,test@gmail.com,9876543210,2024/10/04,2024/01/11,Chennai,,-300,1,110,Cash,No,
1089,sara ,,user@domain,9876543210,2023-01-05,11/15/2024,Delhi,Delhi,-300,2,110,Cash,N,Electronics
1045,,35,abc@,12345,08/06/2023,2024/04/05, mumbai,Delhi,1000,-1,0,,Yes,
1011,  Amit,35,abc@,12345,2024/05/17,2024/07/17,PUNE ,Delhi,100,5,,UPI ,Y, electronics 
1089,RAHUL,30,test@gmail.com,12345,2024-02-02,2023.04.28,Delhi,Tamil Nadu,1000,10,110,NetBanking,Yes,Grocery
1012,sara ,35,abc@,99999abc,28-01-2024,2023.03.19,Delhi,Tamil Nadu,,5,10,card,Yes,
1061,Anita,25,abc@,12345,2023-07-26,2023.04.06, mumbai,,100,2,110,Cash,No, electronics 
1081,Anita,-5,user@domain,9876543210,01/15/2023,20-05-2024,Chennai,Delhi,500,,5,,N,Clothing
1088,,-5,user@domain,9876543210,2024-07-07,10-03-2024,Delhi,Tamil Nadu,1000,2,110,UPI ,Yes, electronics 
1096,Anita,200,test@gmail.com,,04/05/2024,2023.12.12,Delhi,Tamil Nadu,100,1,,UPI ,,Clothing
1059,sara ,,user@domain,12345,2024.11.21,2023-07-15,Chennai,,500,1,110,card,,
1042,sara ,25,test@gmail.com,99999abc,2024-07-28,2024-03-10, mumbai,Maharashtra,1000,2,0,Cash,Yes,Clothing
1075,Anita,35,,99999abc,29-08-2023,2024.04.03,Delhi,Delhi,-300,-1,110,card,No, electronics 
1099,sara ,-5,test@gmail.com,99999abc,2024-07-17,05/25/2023,Chennai,Tamil Nadu,1000,-1,,card,No,Grocery
1067,,25,,,2023.04.06,11/12/2024,Delhi,,9999999,10,0,,Y,Electronics
1004,  Amit,-5,test@gmail.com,9876543210,2024.04.29,2024/12/29,PUNE ,,1000,1,10,UPI ,N,Electronics
1036,,35,abc@,99999abc,2024.02.11,05/22/2024,,,9999999,10,0,NetBanking,No,Grocery
1071,,-5,user@domain,9876543210,2023.08.19,20-12-2023,PUNE ,Tamil Nadu,500,1,5,UPI ,Y,Electronics
1091,sara ,,,,2024/10/16,2024.10.23,Delhi,Delhi,1000,2,0,UPI ,,
1030,  Amit,,test@gmail.com,12345,2023-06-20,2023.03.10, mumbai,Maharashtra,500,-1,10,,,
1008,sara ,200,user@domain,12345,2024/06/24,2023/01/16,,Delhi,500,-1,110,NetBanking,, electronics 
1050,RAHUL,200,test@gmail.com,12345,2023-02-05,24-03-2023,PUNE ,,100,2,0,Cash,Yes, electronics 
1028,sara ,-5,user@domain,99999abc,2024-06-08,2024.07.25,Chennai,,500,10,0,NetBanking,N,Clothing
1077,sara ,25,user@domain,12345,2023.06.09,30-06-2024, mumbai,Maharashtra,500,10,0,Cash,Y, electronics 
1039,sara ,,test@gmail.com,99999abc,2024/11/29,2024.07.25,PUNE ,Delhi,1000,5,0,NetBanking,N,
1040,  Amit,25,,,08/31/2023,2023/04/21,Chennai,,1000,1,10,card,Yes, electronics 
1085,sara ,25,,,03/27/2023,14-04-2024,Delhi,,-300,10,,NetBanking,Y,Electronics
1010,  Amit,-5,abc@,99999abc,2024-07-31,2024-05-31,Chennai,Delhi,100,2,,,Y,Clothing
1022,Anita,25,user@domain,9876543210,2024-11-12,2024.02.06,PUNE ,,500,10,0,Cash,No,Clothing
1000,RAHUL,,abc@,12345,2024/07/10,18-03-2024,PUNE ,Delhi,100,-1,10,UPI ,N,
1045,  Amit,35,abc@,12345,07/27/2024,2024/05/17,Delhi,,9999999,1,10,,N, electronics 
,Anita,200,test@gmail.com,12345,2024.10.07,20-10-2024,Chennai,Delhi,500,,0,Cash,No,Electronics
1020,  Amit,35,test@gmail.com,99999abc,2023.01.28,2024.05.19,Chennai,Maharashtra,100,5,5,Cash,, electronics 
1089,  Amit,25,test@gmail.com,,2024.09.11,2024/06/09,Delhi,,-300,1,0,UPI ,Yes,Grocery
1035,RAHUL,35,user@domain,12345,09-07-2024,2024/08/17,Chennai,Maharashtra,-300,-1,5,card,N, electronics 
1053,,,test@gmail.com,,2023.12.06,04/04/2024,Delhi,,500,-1,0,,No,
1086,,,test@gmail.com,12345,27-11-2023,2023-06-25, mumbai,,9999999,-1,5,UPI ,Y, electronics 
1056,  Amit,25,user@domain,12345,2024.10.01,2024-07-17,PUNE ,Tamil Nadu,-300,-1,5,UPI ,No,Clothing
1000,sara ,-5,user@domain,99999abc,2024.05.20,10/10/2023, mumbai,Delhi,-300,2,0,card,,Electronics
1062,Anita,35,,9876543210,14-12-2023,09/13/2023,,Maharashtra,9999999,5,5,,Yes,
1053,sara ,-5,test@gmail.com,99999abc,2024/04/17,2023-10-01,,Maharashtra,100,,110,UPI ,,Grocery
1054,sara ,-5,test@gmail.com,12345,2023/08/19,07/25/2023,,Maharashtra,-300,-1,,card,Y,Electronics
1039,  Amit,30,test@gmail.com,12345,07/09/2023,30-06-2023,Delhi,Delhi,1000,-1,10,,Y,Electronics
1014,  Amit,25,,9876543210,2023-08-13,04/16/2023,Chennai,Tamil Nadu,,10,5,NetBanking,Y,Clothing
1020,  Amit,200,test@gmail.com,,20-01-2024,2023.01.28, mumbai,Maharashtra,,5,5,Cash,Y,Clothing
1046,  Amit,,,,12-01-2024,04/05/2024, mumbai,Delhi,-300,1,10,card,No,Clothing
1072,,,abc@,12345,10-10-2023,01/26/2023, mumbai,,100,5,5,Cash,Y,
1052,  Amit,25,,,2024/09/24,07/14/2023, mumbai,Maharashtra,100,5,10,NetBanking,Y, electronics 
1008,,200,abc@,12345,19-09-2024,2024.12.26,,Maharashtra,500,,0,UPI ,No,Electronics
1073,,,test@gmail.com,9876543210,16-09-2023,04/02/2023, mumbai,Tamil Nadu,1000,5,110,UPI ,Y, electronics 
1051,  Amit,25,abc@,9876543210,2023/12/25,2024/10/23,Chennai,Maharashtra,100,,110,,, electronics 
1056,RAHUL,,,12345,2024/12/10,2024/06/09,,Maharashtra,9999999,-1,,card,,Clothing
1025,Anita,-5,user@domain,9876543210,03/31/2024,03/27/2023, mumbai,,1000,-1,5,card,N, electronics 
1040,sara ,35,abc@,99999abc,2024-02-15,24-03-2023,Delhi,Delhi,,2,,,,Electronics
1034,,35,abc@,99999abc,10-10-2024,26-08-2024,PUNE ,Delhi,1000,,0,Cash,Yes,Electronics
1062,Anita,,test@gmail.com,9876543210,11/14/2023,05/22/2024,PUNE ,Tamil Nadu,9999999,,110,UPI ,Yes,Grocery
1024,RAHUL,30,,12345,2024-11-07,11/14/2023,PUNE ,,-300,1,0,UPI ,Yes,
1089,sara ,200,abc@,12345,2023-08-13,2023.08.30,,Delhi,9999999,10,0,card,No, electronics 
1074,sara ,200,abc@,9876543210,08/22/2023,08/05/2023, mumbai,,9999999,5,5,card,,
1037,,200,abc@,,2024.11.14,05/26/2023,,Delhi,-300,1,0,,Yes,
1001,  Amit,-5,abc@,99999abc,2024/10/25,08/22/2023,Chennai,,-300,,110,NetBanking,N,
1006,RAHUL,200,user@domain,,2024.01.09,20-05-2024,Delhi,Tamil Nadu,-300,1,,Cash,No,
1081,,35,,12345,11/02/2024,27-09-2024,Delhi,Maharashtra,-300,2,110,NetBanking,N,Electronics
1090,RAHUL,-5,test@gmail.com,12345,08/30/2024,17-02-2023,PUNE ,Tamil Nadu,-300,10,5,NetBanking,, electronics 
1033,  Amit,25,test@gmail.com,,2024-04-16,02/23/2023,PUNE ,Delhi,9999999,,110,card,Y,Grocery
1090,  Amit,200,user@domain,9876543210,2023/08/21,2024-09-16,PUNE ,Tamil Nadu,500,,10,card,N,
1016,,200,,,2024.11.22,07/17/2023, mumbai,Maharashtra,500,5,,card,Y,Grocery
1042,  Amit,25,abc@,,23-04-2023,11/02/2024,Chennai,Tamil Nadu,100,10,10,NetBanking,No,Electronics
1058,Anita,200,user@domain,99999abc,2024-05-11,2024.09.19,Chennai,Delhi,500,2,10,Cash,N,Electronics
1050,sara ,25,,99999abc,03/17/2024,2024/03/13,Chennai,Delhi,,-1,5,card,N,Clothing
1053,,-5,abc@,,17-07-2024,15-11-2024,Chennai,Tamil Nadu,500,1,0,UPI ,No,
1023,RAHUL,35,user@domain,,25-09-2023,2024-02-02,PUNE ,Maharashtra,9999999,5,10,Cash,No,Clothing
1024,Anita,25,,12345,05/24/2024,10-03-2024,Delhi,Tamil Nadu,-300,,110,UPI ,Yes,Grocery
1070,,30,test@gmail.com,99999abc,21-01-2024,31-07-2024,PUNE ,Maharashtra,-300,-1,0,Cash,, electronics 
1051,  Amit,25,test@gmail.com,99999abc,2024/01/22,14-12-2023,Chennai,,9999999,2,110,card,N,Clothing
1069,  Amit,200,,12345,2023-04-23,2024-07-31,PUNE ,Maharashtra,,10,110,,N,Electronics
1087,  Amit,-5,test@gmail.com,9876543210,04-09-2024,03/17/2024,Chennai,,500,1,0,card,No,
1032,  Amit,,,99999abc,16-09-2024,03/17/2024,,Tamil Nadu,9999999,5,0,NetBanking,No,Grocery
1048,RAHUL,-5,abc@,99999abc,2023.03.22,2023/12/08,Delhi,Maharashtra,100,,110,NetBanking,,Electronics
1028,Anita,,,9876543210,2024-11-29,2024/03/16,,,-300,,5,Cash,No, electronics 
1062,sara ,25,abc@,99999abc,04/23/2023,2023/08/24, mumbai,,1000,-1,,NetBanking,Y,
1021,RAHUL,35,user@domain,99999abc,2023.01.02,24-05-2023,PUNE ,,100,-1,,card,Y, electronics 
1025,RAHUL,30,,9876543210,2024/10/03,2024/09/04, mumbai,Delhi,,1,5,UPI ,Y, electronics 
1027,sara ,-5,user@domain,9876543210,08-08-2023,2023.08.04,PUNE ,Tamil Nadu,100,10,0,card,Y,
1084,sara ,200,test@gmail.com,,19-07-2024,2024/09/17,,,9999999,2,110,Cash,,
1048,  Amit,,abc@,12345,13-08-2023,2024.10.09,Chennai,Maharashtra,500,10,,NetBanking,N, electronics 
1070,RAHUL,200,,12345,2024.01.20,2024.12.28,Chennai,,-300,10,110,UPI ,Y,Grocery
1080,,35,user@domain,9876543210,2024-02-07,2024/02/05,PUNE ,Delhi,,10,5,,No,
1083,sara ,,abc@,9876543210,2024/09/29,2024/06/15,Chennai,Tamil Nadu,,1,110,UPI ,Y,Electronics
1048,sara ,-5,abc@,99999abc,05/10/2023,17-06-2023,,Delhi,1000,1,5,UPI ,,Clothing
1019,Anita,25,test@gmail.com,,02/22/2023,2023.12.01,Chennai,Delhi,100,2,0,card,No,Grocery
1085,,200,test@gmail.com,,2024.11.14,2023-09-04,,Delhi,1000,10,5,,Y,
1091,,35,abc@,9876543210,30-12-2024,2023/07/22, mumbai,Maharashtra,500,1,5,Cash,N,
1062,sara ,-5,abc@,99999abc,2024-11-02,2023-04-27,,Tamil Nadu,500,2,,Cash,No,Grocery
1060,  Amit,-5,,99999abc,2024/12/10,2023.11.08,Delhi,Tamil Nadu,1000,,110,UPI ,No,Clothing
1048,Anita,-5,abc@,12345,20-02-2024,2023/08/21,Delhi,Maharashtra,-300,2,,UPI ,N, electronics 
1070,,-5,,12345,2023-09-04,14-09-2024,Delhi,Tamil Nadu,500,10,10,NetBanking,No,Electronics
1000,sara ,,abc@,99999abc,2024.03.14,2024-11-19,PUNE ,Delhi,1000,5,5,,Y,
1095,,-5,test@gmail.com,12345,2023/07/22,15-07-2023,PUNE ,Tamil Nadu,100,10,10,UPI ,No,Clothing
1012,Anita,200,,9876543210,07/03/2023,20-05-2024,PUNE ,Maharashtra,1000,5,,NetBanking,Y,Electronics
1093,Anita,35,user@domain,99999abc,2023-05-03,25-09-2024,,Delhi,1000,2,110,,N,Grocery
1086,RAHUL,,test@gmail.com,12345,02/05/2024,14-12-2023,PUNE ,Maharashtra,9999999,,,Cash,Yes,
1050,sara ,-5,,,2023.10.21,08-02-2023, mumbai,,500,,110,NetBanking,N, electronics 
1055,Anita,30,,99999abc,07-10-2023,2023/08/19,Delhi,Delhi,-300,1,110,,Y,Grocery
1082,RAHUL,30,user@domain,99999abc,01-09-2024,02-11-2024,,Delhi,-300,,0,NetBanking,,
1061,RAHUL,35,,,07/17/2023,2023.09.29,Delhi,Tamil Nadu,9999999,-1,5,UPI ,N,Clothing
1031,,25,abc@,9876543210,2024.05.25,2023-02-06,PUNE ,Delhi,,2,,card,,Electronics
1029,,25,user@domain,,05/24/2023,2024-06-20,,Maharashtra,-300,1,110,Cash,,Electronics
1028,RAHUL,,test@gmail.com,99999abc,2024/08/31,01/06/2023,Chennai,Tamil Nadu,1000,,,UPI ,Y,
1048,,,test@gmail.com,9876543210,2023/07/20,2023/04/01, mumbai,,9999999,2,,UPI ,Y,Grocery
1044,Anita,,abc@,12345,04-05-2023,11-05-2024,PUNE ,Maharashtra,100,10,110,,Yes, electronics 
1092,  Amit,25,test@gmail.com,12345,2023.07.06,12/08/2023,PUNE ,,500,,10,NetBanking,No,Clothing
